token	freq	docs
fois	129	67939,74170,73434,74171,70920,71357,68638,75457,74167,73190,69533,76211,76210,73432,69534,74175,73430,75069,76206,72934,76213,76207,67068,69535,69817,70163,76507,72629,68881,67554,72401,76511,75794,74449,70161,69815,68276,67555,69540,68886,73685,72940,70170,76515,67801,68885,69812,73876,70166,67383,70167,67802,69813,67553,72635,69177,74456,73884,71842,68644,70745,70747,68281,75789,69820,70746,67558,67799,67389,67388,76508,69819,70421,70743,68642,72630,72397,70422,73881,67943,70914,71835,72119,76208,75067,71359,75063,71614,71358,71366,72121,75458,74168,68385
1993	4	67939,73683,72633
colloque	31	67939,71357,72113,71620,69534,74175,74449,70170,70428,67803,73877,70749,67561,67945,67942,72396,71363,75464,68384
prospective	10	67939,71357,69535,68642,75465
cnes	29	67939,73434,68275,70170,69179,69813,69177,67942,71836
recommander	2	67939,71841
baptiser	32	67939,71357,68638,73433,72934,75068,69535,68274,73683,69817,70162,69182,75790,73684,69179,73876,73687,75789,71841,72633,76508,68279,72118,75067,71359,71615,67937,74746,75458,74168
dédier	40	67939,68638,71619,75068,69181,73683,76507,72398,68277,69814,69178,73691,70165,76514,71842,67946,73879,67799,68640,67942,68278,67943,69538,75461,75460,71361,72122,71359,71614,68384,74169,75465
équatorial	5	67939,73684
propriété	43	67939,73436,69537,70163,76511,67390,76510,75790,69186,70167,67802,71843,68644,72634,71840,73878,68280,70424,70746,67558,67389,67388,70421,75070,71612,69539,74751,74750,71614,71616,68390
surface	42	67939,74170,73434,73190,69537,76210,72114,72934,76213,69817,68883,67554,69182,75794,67794,68886,69178,69811,69186,69184,72392,70425,70746,75461,75070,72119,75462,75067,70916,74744,74750,68385
n	235	67939,73434,73187,67938,71357,74749,75457,74167,73185,72932,74172,69533,72113,69537,76210,73432,69534,72114,73183,73430,76206,72935,76213,76207,73431,73182,67068,69535,68274,73683,67386,76507,72629,68881,67795,67391,75794,74449,70161,68276,68882,69540,68886,69178,69811,73685,72940,76515,67801,73684,68273,68887,69184,73876,70166,75793,67383,75792,73877,69813,73687,67553,70749,72635,70744,71843,69177,71842,68644,72634,70745,72636,71840,68281,74455,75789,74454,73688,68643,72394,74450,67389,76508,69819,70421,67798,72632,70743,68642,68640,72630,72397,70422,72631,70914,75065,72939,75070,71835,71612,70915,70917,71837,76209,75066,68383,75463,70916,71359,74751,74745,68387,73189,75063,67937,71614,75458,68390,74168,74169
1998	5	67939,76507,72118,70917,68383
rebaptiser	1	67939
signifier	5	67939,75457,72115,76510,67801
nuage	5	67939,75788
hindi	1	67939
véritablement	9	67939,76206,69535,73683,68881,76511,70744,70915,75458
démarrer	14	67939,74749,70918,76507,72629,68881,67795,74449,72634,68279,72631,75065,71359
rappeler	125	67939,73434,74171,67938,71357,74167,73185,72933,72932,74172,69533,72113,72117,73432,73183,73430,76206,76213,76207,73182,70919,72115,68274,73683,69816,72629,68881,68883,76511,75794,67555,73685,73875,70165,75790,73684,69179,68273,69541,73876,75793,67383,73877,73687,72392,69177,68283,68644,68646,67944,71840,73879,68281,75788,68643,72394,67798,72632,68640,72630,72396,72631,68641,72118,70914,75064,71835,71612,70915,75462,76208,68383,71836,71359,74745,67937,74744,75466,71614,71358,74746,75458,74752,68390,74168,74169,75459
didier	6	67939,75788,72633
renaut	2	67939
responsable	57	67939,72933,73437,70923,71620,74176,69534,75069,73431,68274,73683,69817,76512,76513,70162,67556,72629,72401,76511,67391,67800,67801,69179,68885,73876,73877,69813,67553,74456,72393,67946,71840,69821,75788,75789,72637,72394,76508,68279,72396,72631,75064,69539,76209,71836,71359,75063,74744
météo	14	67939,69533,67803,69813,75789,67071,70916
contour	1	67939
fixer	12	67939,75069,67385,67800,73684,73876,70743,68279,75070,72119,71615,74744
micro	39	67939,73190,68639,73432,76213,74174,67068,76507,68881,69814,67385,73691,69186,69177,72634,70425,69818,75460
onder	3	67939,67068
imageur	13	67939,67068,70163,67554,70424
précipitation	8	67939,69533,75463
sondeur	2	67939
vapeur	9	67939,73683,70426,72394
fin	73	67939,73435,73434,71357,75457,74167,74172,74748,69533,76211,69534,72114,73183,76213,73182,67068,70163,72629,68881,68883,75794,74449,70161,73875,67800,73876,75792,73877,69542,67553,70749,72392,72634,67944,70168,68643,67558,74450,76508,72395,67940,67942,73880,70422,68279,72396,72118,75461,72938,71612,71359,68393,67937,74744,71614,74746,74168,74169,75459
2003	6	67939,72115,72398,69177,68383,74744
période	17	67939,71357,75457,69533,72113,73432,67555,73877,70749,68643,70916,75459
difficile	35	67939,74167,73185,73436,76210,73432,73431,73182,72115,73683,69817,67387,70162,69816,72629,74449,68276,72940,73684,73877,69177,69821,72394,76509,76508,70421,74452,72396,75461,71614
difficulté	20	67939,67938,74167,75069,72934,73683,68882,68643,70420,76509,74450,76508,71614,74747
financier	18	67939,73186,68389,74167,73185,69181,73683,72629,75795,73685,69177,72637,75461,71614,75465
partage	4	67939,68275,69541,68642
réorganiser	4	67939,71357,68280,67389
accepter	6	67939,74749,68274,68276,75792,75458
prendre	85	67939,73186,73434,67938,71357,71619,74749,75457,74167,73185,72933,72932,71618,69533,72113,71620,71621,73430,72935,73182,68274,70163,67386,76507,72629,68883,69182,76511,75794,70161,69540,73685,75791,73684,73876,75792,69813,73687,67553,68889,68645,72392,69177,74456,70424,70421,72630,67942,73881,72396,72631,69538,75064,71835,71362,71837,71361,71359,74745,68387,67937,74744,74750,74169,75459,72120
charge	29	67939,73436,69533,76212,73431,67555,67801,69179,68885,69184,75792,73689,75789,72394,67941,74450,68640,70915,68390
plate	35	67939,68638,69534,69181,68277,69182,76514,69177,75788,75789,67798,68642,68640,68279
form	6	67939,68277,76514,75789,68279
année	309	67939,74170,73435,73434,74171,68389,70920,71357,68638,75457,74167,73185,73436,72933,72932,73184,71618,69533,72113,71620,76211,72937,73432,71621,69536,69534,73183,73430,76206,73431,73182,67068,72115,68274,73683,76512,67387,76507,72629,68881,72398,67795,76511,67385,70161,69815,68276,67794,72400,68882,69178,69811,73685,73875,67800,76514,75791,70170,70164,67801,73684,69179,68887,68885,73876,67803,75793,75792,70167,67802,73877,69185,69542,70744,72392,69177,74457,68283,72393,71842,68888,68646,71840,69821,68281,74455,75788,75789,74454,73878,73688,67945,72394,76509,74450,76508,70421,72395,72632,72630,73880,70423,74452,70422,73881,72396,72631,68641,75461,75071,75065,72939,75064,71835,71612,70915,69539,72119,71362,70917,75462,71837,76209,76208,68383,71836,70916,71359,74745,68387,75063,67937,68392,74744,75466,71614,71358,74746,75458,74168,74169,68385,68391,75459,74747,75465
suivant	10	67939,75457,70162,68881,70161,70164,68643,67798,72396,67937
signer	34	67939,68638,74172,72936,69536,72114,71838,71839,67796,69180,72629,67795,76511,70161,68276,73875,69541,73687,72392,72393,73878,72396,74746,68384,74168
accord	38	67939,68638,74172,72117,69536,71838,71839,67796,68274,67795,76511,70161,70166,76516,72392,72393,68888,73878,72396,67937,74168
officiel	9	67939,74167,72936,69534,67553,68888,70751,70169,68643
conjointement	1	67939
france	217	67939,73186,73435,73434,73187,67938,71357,68638,74749,75457,74167,74173,73185,72933,73190,74172,72113,69534,71838,75069,76206,76213,76207,73431,73182,69535,68274,69181,73683,75796,76513,76507,69816,68275,72629,67795,68277,69182,76510,70161,67804,68276,72399,73875,70165,76515,70164,73684,69179,68273,69543,68885,67383,75792,67802,69185,73687,69542,67553,68645,72392,74456,72393,71842,68888,70745,70753,72636,68646,67944,73689,68281,74454,70424,71841,72637,70752,71845,67799,74450,67388,73882,72632,68642,72630,74453,74452,70422,68279,70914,67071,75071,75065,75064,71835,71612,70915,71360,70917,76209,75066,76208,68383,71836,70916,67937,74744,71614,71358,71366,71616,74746,75458,74168,75459
lancement	38	67939,68638,72936,73432,69534,72114,73183,75069,70163,68275,69179,75793,70749,72392,69177,72394,74450,74451,76508,68279,67943,71836,70916,71359
mégher	4	67939
incliné	1	67939
équateur	2	67939,73684
originalité	12	67939,74171,68881,68276,68887,75793,75792,69813,68643,71835,68387
luire	88	67939,73434,74749,74167,72932,74172,72936,76206,72935,76213,75068,73182,67068,72115,68274,73683,72629,68883,69815,69811,73875,73684,69812,67383,67802,72392,69177,72636,68281,74455,74454,73878,70746,67558,72394,67941,69818,76509,67389,67388,70421,72395,67798,72632,72630,70422,68279,72631,70914,75461,71835,71612,71360,71359,67937,74750,71614,71358,74752,74168
revisiter	3	67939,70161
fréquemment	4	67939,73431,70420,70916
tropical	14	67939,69181,74457,69821
nombre	62	67939,73434,73187,70920,71357,71618,72113,72936,73430,67068,72115,73683,69817,67387,70162,67795,69182,70161,69540,73875,75790,67801,70166,75793,75792,67553,72635,72392,70745,70753,70425,68280,70420,67388,76508,67798,68642,70422,68279,70914,76209,70916,71359,74751,74745,68387,75063,74744,71358,74752,75459
passage	23	67939,73184,73183,73430,76213,73683,68881,75792,72635,69820,73688,68643,68640,72118,75462,71836,74168,75459
6	52	67939,74170,73185,73190,74176,72114,73183,76212,67557,73683,70162,68881,67555,70164,68273,73687,70749,68889,70426,69177,68888,70745,72636,73879,70169,75788,75789,67558,70420,73882,67940,70743,72630,70423,72938,70917,71836,70916,71359,68386,74746,74168,75465,72120
jour	80	67939,73187,70920,68638,74167,74173,72932,73190,74748,73433,72936,72937,71621,74175,73183,72934,73182,72115,69817,76511,75795,76510,69183,67794,67555,70429,69811,73691,73875,69179,68273,68885,70166,73877,69813,67553,70749,68889,71842,72634,72636,70169,70168,73878,76509,74450,74451,76508,73882,72395,67798,72630,70422,73881,71363,71835,71360,70916,71359,73189,71614,71358,74168
polaire	5	67939,73183,69179
héliosynchrone	3	67939,67942,71836
passer	83	67939,73187,74171,71357,74167,73185,72932,73437,73190,69533,73432,69534,74175,73430,72934,75068,73431,73182,67068,72115,73683,70163,67386,67387,67554,67795,69814,76511,67385,75795,70161,67794,69540,73685,67801,73684,68273,73876,70166,69185,72635,72392,72634,72636,71840,69821,68281,70168,68280,73688,67945,68643,72633,72394,74450,76508,73882,70421,72395,72397,68641,67071,75065,72939,75070,71612,75066,71359,75459
terre	46	67939,76210,71621,76213,69181,67794,69811,69812,75792,67553,68645,69177,68644,70745,70424,70420,68642,67942,73880,67943,71836,75463,70916,68387,75458,74168
plusieurs	121	67939,73186,73435,73187,68638,70922,75457,74167,74173,72932,73184,74172,69533,69537,72937,73432,71621,72116,69534,76213,73431,73182,67068,72115,68274,73683,69817,70163,76512,76513,69816,69180,72629,68881,68883,72398,67795,76511,67385,74449,69183,68882,70165,75790,76515,69179,68273,68887,68885,69184,73876,67803,70166,75793,75792,76516,70167,67802,69813,68645,71843,74457,71842,72634,70745,73878,70424,72633,72394,70420,76508,72395,72630,67942,74453,70422,68279,72396,72631,75065,71835,71612,75460,70917,75462,76209,70916,71359,67937,71616,74746,68390,74169
non	102	67939,73435,73434,74171,67938,71357,68638,75457,74167,73185,73436,72932,72113,72117,76211,72936,76210,72116,73430,75069,76213,76207,73431,73182,67557,69817,76512,67386,70162,68275,67556,72629,76511,75794,70161,69815,72399,67555,69178,73685,72940,73684,69541,70748,68885,73876,70166,75792,69813,73687,68884,70744,74457,68646,69821,74455,72394,70420,69818,67389,67388,74451,76508,70421,67798,68642,72630,70423,73881,72396,72631,70914,67071,71835,70916,74751,68384,74168,74169,71617
seulement	48	67939,73434,74171,71357,74167,73436,72113,76211,76210,72116,75069,76213,67557,76512,68275,70161,72399,69178,73684,68273,69541,70748,68885,73876,69813,68884,67553,71840,69821,69818,67389,67388,74451,70421,67798,70423,73881,70914,67071,74745,68384,74168,74169,71617
ausculter	1	67939
traverser	10	67939,68389,72629,75794,72397,75458
disposer	104	67939,73434,67938,68638,74749,74167,73185,70923,69533,72113,73432,72116,69534,72114,76206,76212,76213,73431,73182,73683,69817,67386,76513,70162,76507,69816,72629,68881,67554,69182,76511,74449,70161,67794,69178,73875,70165,69186,67801,69179,69812,73876,70166,67383,75792,73877,69813,69542,72392,69177,68888,70425,73689,69821,68281,74455,75788,75789,73878,68643,67941,70420,74450,76508,69819,70421,72395,67798,68640,72631,70914,75461,75070,71612,75462,71836,70916,71359,67937,74744,71614,71358,75459
ensemble	95	67939,73186,74171,71357,74749,69533,72113,76211,73432,69534,74175,75069,76213,74174,69535,72115,69181,73683,70163,70162,68275,68881,68277,67391,74449,70161,67794,73685,73875,70170,70428,68273,70748,69812,67383,75792,73877,73687,67553,72392,69177,73884,72393,68644,70751,67561,74455,75788,75789,70424,72637,67388,76508,72395,74452,70914,75071,72939,72938,76209,70916,71359,74745,71614,71358,75458,74168,68391,74747
fait	63	67939,73434,67938,74749,72932,73184,74172,72113,76206,76213,73182,68274,73683,76513,70162,72629,76511,74449,70161,67794,67555,69540,73685,72940,68887,75793,67383,67553,72635,70744,72392,71842,73879,74455,75788,70424,68643,70421,72397,70423,72631,75065,72939,70917,75066,71836,71359,68387,75063,74746,75458,74168,68385
adapter	45	67939,67938,68389,76211,72116,72114,75069,76512,76507,67554,72399,75790,73684,68273,68887,69813,70425,73879,68281,70420,74451,76508,70421,68642,72630,72397,70914,71835,75462,71837,75066,75067,68387,75063,74168,68391
atmosphère	17	67939,73186,73434,73183,67557,69811,68273,70916
souligner	69	67939,71357,73185,72933,72932,74172,72113,73433,73432,71621,73183,73430,76213,73182,67068,69817,70162,69816,72629,72398,76511,74449,73685,73875,75790,73684,69812,67383,75792,73877,69813,70749,69177,75789,68643,67941,74450,74451,76508,70421,70743,68279,70914,75461,75065,71835,70915,76209,75066,76208,68383,74745,67937,74744,74746,75458,74169
principal	43	67939,67938,68389,71619,72114,73430,76213,69535,75796,70162,72629,67795,69815,67804,68276,68886,69178,67800,68273,69177,72393,72634,69821,74455,68643,69818,67388,72395,68642,74453,71363,70914,67071,71360,68383,75466,75458
radiomètre	2	67939
onde	40	67939,72932,72934,67068,70163,67386,75794,68886,70747,70420,67942,73880,68641,75067,74744
balayage	3	67939
conique	1	67939
ead	3	67939,68393
astrium	3	67939,69820,71836
mesure	65	67939,74170,73434,74171,69533,69537,71620,72114,71838,73430,69817,68275,68881,68883,67554,67390,74449,67794,69811,70165,75791,69813,67553,72635,72392,70426,67946,73688,70424,70420,76508,70422,70914,75064,75460,75067,70916,71361,71359,75063
profil	18	67939,73430,76212,76512,67795,75792,67553,72394,76508,73880,75071,71358
vertical	3	67939,68883,72635
concerner	63	67939,73187,74167,69533,71621,69536,76213,76207,73431,73182,69535,73683,67387,70162,76507,69816,67556,76511,67385,69815,67555,69178,73875,69186,73684,70428,68273,69813,70749,68889,72393,70745,70169,67388,67942,68279,72396,70914,67071,71835,70915,71360,68383,71361,71615,74751,74745,67937,75464,75458,74169,71617
condenser	2	67939,73188
forme	111	67939,68638,71619,75457,74167,74173,72932,74172,74748,74176,76210,69534,72114,70918,75068,73182,69535,68274,73683,76512,67556,67554,72401,68277,69182,76511,67390,74449,70161,69815,68276,67555,70429,76514,76515,69179,68273,68887,70166,68884,72635,69177,73884,68644,68888,72634,73879,74455,75788,75789,67558,67798,68642,68640,68279,72939,69539,68383,75463,71358,72121,75459,75465
liquide	18	67939,75794,69540,70166,70426,75789,68280,70746,69819,72397,75462,74752
glace	13	67939,76210,76206,69811,73880,68390
contenu	15	67939,71619,73184,76213,69535,67387,70424,75462,76209,71359
intégré	19	67939,74175,73183,76206,70163,70162,67797,67554,68882,73685,73876,69813,69818,75071,71836,71614,74168
transverse	8	67939,74748,72937,72116,70161,68642
développé	33	67939,73186,73435,73434,67938,71618,69534,72935,73431,67068,67386,67554,76511,70161,69179,68273,73876,68646,73879,71841,74450,74453,72631,72939,71612,76208,75067,71358,75458
mesurer	34	67939,73434,74171,68638,72113,72934,70919,69182,76511,75794,69540,73685,69179,75793,73877,68646,70425,73688,70424,71841,76508,72397,73880,69539,72119,74168
nuageux	2	67939,75789
ciel	3	67939,70424,71617
clair	2	67939,74457
0	2	67939,69540
troisième	26	67939,68389,71357,69533,68639,73432,72114,76213,69535,72629,68882,75793,70749,72635,71842,70745,68281,75067,71361,71359,68387,71614,68385,71617
large	34	67939,74749,69533,72113,72117,73432,72934,74174,69181,73683,67556,68881,67390,75794,69183,67794,73875,72940,69186,73876,68889,73879,74454,73688,72630,71363,71612,75067,71836,71359,75458
bande	2	67939,71836
visible	13	67939,73182,68273,67553,70424,70420,67388,70422,69539,75067,71359
infra	1	67939
rouge	15	67939,67938,76512,73684,73877,70745,75462,68387,74169
grâce	92	67939,73186,73435,74171,70922,74167,72933,73437,74748,70923,73432,71838,75069,75068,71839,67068,69817,70163,67392,70162,76507,68881,67554,69182,67385,75794,76510,70161,67555,69540,69178,69811,67800,75791,67801,73684,68273,70748,73686,70166,75792,67802,69813,73687,70744,70751,75788,71841,72633,70420,67389,70421,72395,70423,67943,72631,69538,70914,72939,75064,69539,71362,71837,76208,71836,74745,73189,67937,71614,75464,75458,74168,68391
auquel	37	67939,74167,73184,69534,73182,70162,76507,72398,67385,76510,69183,68882,67801,73684,69179,69543,73686,69812,75792,73687,70749,70744,69821,67799,70420,76509,70421,67798,67071,75064,70916,75063,75458,74168,68391
flux	13	67939,75457,73430,69535,67796,70162,72637,74751,75458,74168
radiatif	1	67939
sortir	8	67939,76211,70161,67794,68882,74752
sommet	5	67939,68389,72122,75458
courte	5	67939,72934,67554,71617
vol	26	67939,72937,76511,76510,70165,69179,69542,69177,74450,68387,71617
concevoir	97	67939,74170,73187,74171,68638,71619,74749,74167,71620,76210,72114,73183,75069,72934,76213,76207,73431,67557,68274,73683,70163,76512,70162,76507,68881,68883,67554,67795,69814,67385,67390,76510,68276,69540,73684,67383,75792,72635,70744,72392,69177,68644,72634,70747,70425,73879,74455,74454,68280,70420,74450,74451,76508,67798,68640,72630,70423,69538,70914,67071,72939,75070,69539,75066,76208,71836,71359,74751,74745,75063,68392,74744,75466,71614,74746,74169
issu	40	67939,74749,72113,72114,75068,76207,76512,67392,67387,70162,67554,67795,70161,72400,73684,68885,72634,72637,68643,67558,69818,72395,72630,70423,75064,75066,76208,70916,71615,75063,67937,68392,68386
concept	31	67939,68638,70918,72934,67068,67386,68881,69178,73687,73689,73879,72637,76508,70421,70914,71835,76208,71836,71359,74751,71617
météorologie	4	67939,68645,71836,70916
dynamique	32	67939,71620,72116,69535,69180,70161,72400,68882,68886,69813,68645,70745,74455,69820,70422,70914,75460,75067,70916,68393,75458
lmd	2	67939
enfin	97	67939,73434,71357,75457,74167,72932,69533,68639,74176,72937,72114,71838,73430,76212,75068,73182,74174,69535,69817,76512,75796,75797,70162,68275,67795,76511,75795,74449,68276,72400,67555,68882,76514,69812,70166,67383,76516,67802,73877,69813,67553,69177,74456,73884,72393,70751,70745,71840,73879,69820,74450,72395,68642,74453,70422,72396,72631,68641,71363,67071,75071,72939,72938,71835,75462,71837,70916,71361,71615,73189,74744,74750,71358,75464,74746,74168,72120
ro	1	67939
récepteur	22	67939,72116,72115,69181,75790,69184,73878,72631,67937
température	35	67939,74170,73434,68389,73190,69533,69537,76210,67557,68883,69182,69811,68644,68280,73688,67558,69819,68640,72119,75463,70916,68390,74168
donner	40	67939,68638,71619,75457,72936,72937,71621,73182,75796,68881,67390,74449,69183,67794,67555,68882,69540,73875,75790,73684,75793,67553,72635,69177,73884,70424,72394,67389,72630,68279,71835,74168,74747
dimension	20	67939,73434,75068,73683,67554,69182,73876,75793,74456,75788,70424,70746,71837,76208,75458
mondial	71	67939,73186,73435,68638,71619,72933,69533,72117,76211,72935,72934,75068,76207,69535,67557,67796,69181,68881,67795,69814,67391,69815,69178,69811,70170,76515,70164,69179,69812,67383,70426,72393,71840,74454,72633,67941,67798,74453,67943,71363,69538,70914,67071,72939,72938,75064,71360,70917,68383,71359,74745,67937,74744,71614,74746,75465
réchauffement	10	67939,73434,68389,67387,69814,73688
parler	35	67939,71357,74167,72933,72932,73433,76206,69535,68274,72629,67795,70161,76514,76515,68273,72393,69821,74454,71841,67798,72397,72631,71363,75065,72938,71835,74751,71614,74752,74747
contexte	71	67939,73434,71357,74749,75457,73184,72113,76211,69534,76206,76207,73431,73182,69535,67557,70162,76507,68275,72629,68881,67554,69814,67390,75794,67794,68882,70429,69178,67801,69184,73876,75793,76516,73877,69813,67553,72635,72392,70426,69177,70745,73688,70746,69818,67388,76508,67798,72632,68642,68278,74452,72631,71363,69538,72938,75066,68383,75463,70916,71359,74751,75063,74169,68385,74747
global	44	67939,73434,74167,73436,69533,74176,73183,69535,67557,73683,67387,67554,76511,68886,69811,75793,69813,67553,72393,71840,73879,75788,75789,70424,76508,68279,72938,75463,71361,75458,74169
changement	57	67939,67938,68389,69533,71621,72116,73183,73430,76213,70919,69535,69817,67387,69816,69182,70161,67794,68882,67803,75793,73877,68645,72393,70745,72637,72395,67942,71363,67071,69539,71837,75463,70916
climatique	61	67939,73434,68389,71618,69533,71621,73183,76213,69535,69817,67387,69816,69182,69814,67794,68882,73684,67803,73877,69813,68645,71842,70745,73688,71363,67071,72939,71837,75463,70916,75458
conséquence	15	67939,67938,71357,69533,70918,68882,70429,76514,72940,69184,68645,74453,72631,70916,71366
accroissement	4	67939,68887,74450,70423
humidité	7	67939,69537,69182,73880,71836,70916
basse	2	67939,75794
couche	12	67939,72114,70918,68883,67554,76511,69811,70746,74744
autrement	35	67939,67938,75457,74167,76210,73183,75069,67554,76511,74449,69178,75790,73684,73876,69821,68643,70420,76508,70421,70743,70422,68279,72631,75065,75064,75070,71615,68393,74168,68391
réchauffer	2	67939,69540
diminuer	13	67939,75457,69533,67554,69814,76511,67794,67800,73688,67558,68387
selon	39	67939,73434,74171,68389,68638,74749,74167,73185,73436,69533,72935,69535,70162,67556,72629,68883,76511,75794,76510,67794,73684,69812,69184,67383,73878,73688,71841,67558,67388,68279,72631,75064,71835,75067,75463,74744,74746
élévation	3	67939,73184,69811
généralement	27	67939,71357,68274,70162,76507,69816,72629,68881,67554,72401,72398,67795,70161,67794,68882,68273,75792,73877,69542,67553,70745,72395,67798,68642,75070,71835
bouleversement	2	67939,73876
hydrologique	3	67939,69533
conséquent	26	67939,73432,71621,72935,68274,67554,67391,68882,67800,68885,69812,73877,67553,72392,74455,75789,70424,70421,68279,72118,69539,75067,74169,71617
façon	50	67939,73435,73434,73187,71357,74173,72932,74172,74748,71618,76210,72114,67068,69181,67392,67797,72629,68881,67554,72401,74449,69815,69183,68882,70429,73685,75790,70164,73684,68887,73876,71843,69177,70425,73879,68643,73882,70421,72397,74453,75064,71835,70916,74751,68387,75063,71617
pluie	7	67939,67796,70916,75458
répartir	15	67939,74749,73184,69181,75794,74449,73875,70164,69541,70422,72939,71612,71615,68387,75063
territoire	39	67939,71357,72933,74172,74748,72113,72937,74175,69535,69181,68275,73875,69812,68889,74455,70422,68279,69538,67071,72939,76209,75066,74746
observation	35	67939,74170,68638,69533,71839,69181,70163,70162,68883,74449,69811,69177,75789,70424,74450,74451,72632,73880,72119,71836,70916
historique	9	67939,76507,73686,71842,72939,71835,70917,75063,71616
appréhender	16	67939,73185,68639,73182,69817,75797,72940,70164,73877,69813,67553,67389,70421,75064,76209
réponse	37	67939,71357,68638,69533,72116,76212,72935,73182,69535,69181,73683,76507,69816,75790,72940,73684,68887,69184,73689,67389,76209,76208,68383,73188,67937,75458,74752
fourni	1	67939
échelle	45	67939,71619,73185,73436,69533,69534,76207,69535,67557,73683,72629,67554,68886,69812,67803,75792,69813,72392,70426,72634,70745,70424,70421,68642,72397,70423,69538,75461,72939,75064,70915,70917,76208,75463,70916,74168,71617
air	34	67939,71357,68881,69182,75794,69813,69542,67553,68645,70426,70745,71840,70425,75789,67558,70916,71358
robuster	4	67939,69177,74751
apparaître	29	67939,73434,74167,74172,73432,71621,76213,69181,68275,72401,67385,69178,67801,73876,70166,73877,71843,68643,67388,67798,76209,71361,71359,75063,67937,74744,74746,75459
différence	23	67939,74173,72932,72117,73430,76206,67387,67555,73875,73876,75793,75789,67389,67388,70421,72397,68641,75463,74745
constater	22	67939,74171,67938,68389,73430,76213,68275,74449,67555,69811,67801,68885,70166,67553,74455,68643,70917,68383,68387,67937
rémy	6	67939,72940,73878,76209
rocer	2	67939
bien	140	67939,73186,73434,71357,68638,74167,73185,72932,74172,74748,72116,69534,70918,73430,75069,76213,73182,67068,69535,72115,73683,69817,70163,67386,72629,68881,76511,74449,70161,68276,67794,70429,67800,75790,76515,69186,73684,68273,69812,69184,70166,75793,67383,69813,70749,70744,72392,74457,68283,70745,74455,72637,67389,67388,76508,70421,67798,72632,70422,72396,70914,72938,75064,71835,71612,70915,70917,76209,76208,68383,75463,71359,74751,67937,75466,71614,71358,75458,74752,74169,68391,75465
comprendre	89	67939,73434,68638,70922,72932,71620,73432,73183,73430,75069,76206,72934,76213,73182,67068,72115,67557,69181,70163,69816,68277,76511,70161,68276,67555,68886,69811,67800,75790,72940,69186,69812,75793,67802,73877,69813,70749,68889,68645,70745,68281,73878,73688,70424,72394,74451,76508,72397,73880,67943,72631,71835,71612,69539,71359,73189,75063,67937,75458,74752,74168,75459
évoluer	18	67939,70923,76213,70163,68275,70161,73685,67553,74454,67389,70423,72631,71835,76209,71366
circulation	8	67939,73434,76510,67801,73688,68640,75463
apporter	55	67939,71357,73185,73184,69533,72937,73432,72116,75069,73182,73683,75796,76507,67556,72401,69182,76511,70429,67801,68273,70166,75793,73884,74455,75788,68280,73688,68643,67389,74451,73882,70422,71612,76209,76208,68383,71359,67937,74744,71614,71358,75458,74752,68391
certains	12	67939,73432,70161,69183,73875,67802,72636,75788,68643,76209,75067,68387
question	62	67939,68638,74749,72932,73184,74748,69533,74175,75069,76206,73182,70163,68275,72401,72398,70161,67794,67555,68882,72940,75793,75792,73877,67553,70749,74457,69821,68643,67389,76508,70421,68642,72630,71363,72938,71835,71837,76209,68383,75463,71359,74751,73188,67937,74752
bilan	11	67939,72113,67795,67555,73877,70915,71614
ceinture	6	67939,68274,67942,75458
vie	63	67939,73435,67938,71357,74167,72933,72932,71620,72116,76213,73182,67068,69535,68274,72629,68277,75795,70429,69178,69811,67801,73684,75793,67383,75792,72392,69177,67944,69821,73688,71845,72394,67799,67798,67071,75071,75065,71835,69539,71362,71836,74751,75063,67937,75464,74746,74169,75465
orageux	2	67939,67942
prévision	25	67939,73434,69533,69816,69177,70745,70914,70916
météorologique	7	67939,70914,70916,71617
opérationnel	32	67939,73434,68638,73185,72936,72114,76513,70162,68275,69178,69811,68887,69812,69813,67553,71840,72633,67798,74453,70914,70916
hydrométéorologie	1	67939
pendant	17	67939,73434,70162,69811,69185,70749,71843,67558,76509,74450,67389,68642,75460,71837,67937,68391
trois	118	67939,73434,68389,74749,75457,74167,72933,72932,71618,69533,72113,74176,69536,69534,72114,73430,76213,76207,67068,68274,73683,67386,70162,76507,68881,72398,67795,69182,74449,70161,69183,68276,67555,69811,73685,75790,70164,73684,73690,69179,67383,73877,67553,68645,72393,71842,68888,72634,73689,74455,75788,75789,69820,70424,70746,72637,68643,69818,67388,73882,72395,68642,68640,72630,72397,73880,74453,74452,70422,73881,68279,70914,72119,71362,70916,71361,71615,75063,67937,75466,71614,71366,75464,71616,74169,68391,74747
an	205	67939,73434,71357,74749,75457,74167,73185,72933,72932,73437,73184,70923,72113,73433,73432,69536,69534,72114,74175,73430,76213,75068,76207,73182,67068,67557,68274,73683,69817,70163,76512,76507,68275,68881,72398,67795,76511,67391,74449,67794,67555,69811,73685,73875,75790,70164,69186,73684,70428,69812,75793,67383,75792,73877,69813,70749,68645,70426,69177,68888,72636,68646,71840,74455,75789,74454,67945,71841,72637,68643,72394,67799,76509,74450,67389,74451,72395,67798,70743,72630,72397,74453,70422,68279,68641,72118,70914,75071,75065,72939,71362,71360,71837,75066,76208,68383,71836,70916,71359,74751,74745,68393,75063,67937,68392,74744,71614,71358,71366,74746,75458,74752,68384,74168,74169,75459
